#V3.30
#C data file created using the SS_writedat function in the R package r4ss
#C should work with SS version: 
#C file write time: 2020-01-23 16:14:32
#
1950 #_styr
2017 #_endyr
1 #_nseas
12 #_months_per_seas
2 #_Nsubseasons
1 #_spawn_month
1 #_Nsexes
14 #_Nages
1 #_Nareas
9 #_Nfleets
#_fleetinfo
#_type	surveytiming	area	units	need_catch_mult	fleetname
1	-1	1	1	0	CM_E   	#_1
1	-1	1	1	0	CM_W   	#_2
1	-1	1	2	0	REC    	#_3
2	-1	1	2	0	SMP_BYC	#_4
3	 1	1	1	0	HB_E   	#_5
3	 1	1	1	0	HB_W   	#_6
3	 1	1	1	0	LARVAL 	#_7
3	 1	1	1	0	VIDEO  	#_8
3	 1	1	1	0	SEAMAP 	#_9
#Bycatch_fleet_input
#_fleetindex	includeinMSY	Fmult	F_or_first_year	F_or_last_year	unused
4	1	3	2011	2014	999	#_4
#_Catch data
#_year	season	fleet	catch	catch_se
 1950	1	1	   1.000	0.05	#_1         
 1951	1	1	   1.990	0.05	#_2         
 1952	1	1	   2.990	0.05	#_3         
 1953	1	1	   3.980	0.05	#_4         
 1954	1	1	   4.980	0.05	#_5         
 1955	1	1	   5.980	0.05	#_6         
 1956	1	1	   6.970	0.05	#_7         
 1957	1	1	   7.970	0.05	#_8         
 1958	1	1	   8.970	0.05	#_9         
 1959	1	1	   9.960	0.05	#_10        
 1960	1	1	  10.960	0.05	#_11        
 1961	1	1	  11.950	0.05	#_12        
 1962	1	1	  12.950	0.05	#_13        
 1963	1	1	  13.935	0.05	#_14        
 1964	1	1	  15.243	0.05	#_15        
 1965	1	1	  15.143	0.05	#_16        
 1966	1	1	   7.898	0.05	#_17        
 1967	1	1	  15.998	0.05	#_18        
 1968	1	1	  31.794	0.05	#_19        
 1969	1	1	  40.498	0.05	#_20        
 1970	1	1	  37.781	0.05	#_21        
 1971	1	1	  41.252	0.05	#_22        
 1972	1	1	  36.423	0.05	#_23        
 1973	1	1	  61.426	0.05	#_24        
 1974	1	1	  58.307	0.05	#_25        
 1975	1	1	 126.876	0.05	#_26        
 1976	1	1	 111.482	0.05	#_27        
 1977	1	1	 151.093	0.05	#_28        
 1978	1	1	 129.872	0.05	#_29        
 1979	1	1	  99.001	0.05	#_30        
 1980	1	1	  72.360	0.05	#_31        
 1981	1	1	 104.931	0.05	#_32        
 1982	1	1	 108.487	0.05	#_33        
 1983	1	1	 171.188	0.05	#_34        
 1984	1	1	 241.128	0.05	#_35        
 1985	1	1	 304.633	0.05	#_36        
 1986	1	1	 312.554	0.05	#_37        
 1987	1	1	 242.256	0.05	#_38        
 1988	1	1	 222.730	0.05	#_39        
 1989	1	1	 217.000	0.05	#_40        
 1990	1	1	 516.745	0.05	#_41        
 1991	1	1	 420.571	0.05	#_42        
 1992	1	1	 538.129	0.05	#_43        
 1993	1	1	 742.425	0.05	#_44        
 1994	1	1	 711.928	0.05	#_45        
 1995	1	1	 678.322	0.05	#_46        
 1996	1	1	 523.542	0.05	#_47        
 1997	1	1	 469.073	0.05	#_48        
 1998	1	1	 365.002	0.05	#_49        
 1999	1	1	 416.384	0.05	#_50        
 2000	1	1	 315.332	0.05	#_51        
 2001	1	1	 362.239	0.05	#_52        
 2002	1	1	 451.753	0.05	#_53        
 2003	1	1	 522.876	0.05	#_54        
 2004	1	1	 420.593	0.05	#_55        
 2005	1	1	 443.952	0.05	#_56        
 2006	1	1	 505.012	0.05	#_57        
 2007	1	1	 527.224	0.05	#_58        
 2008	1	1	 809.367	0.05	#_59        
 2009	1	1	1273.013	0.05	#_60        
 2010	1	1	 598.161	0.05	#_61        
 2011	1	1	1101.231	0.05	#_62        
 2012	1	1	 720.121	0.05	#_63        
 2013	1	1	 416.259	0.05	#_64        
 2014	1	1	 502.119	0.05	#_65        
 2015	1	1	 300.366	0.05	#_66        
 2016	1	1	 361.166	0.05	#_67        
 2017	1	1	 422.485	0.05	#_68        
 1950	1	2	   0.730	0.05	#_69        
 1951	1	2	   1.460	0.05	#_70        
 1952	1	2	   2.190	0.05	#_71        
 1953	1	2	   2.920	0.05	#_72        
 1954	1	2	   3.650	0.05	#_73        
 1955	1	2	   4.380	0.05	#_74        
 1956	1	2	   5.110	0.05	#_75        
 1957	1	2	   5.840	0.05	#_76        
 1958	1	2	   6.570	0.05	#_77        
 1959	1	2	   7.300	0.05	#_78        
 1960	1	2	   8.030	0.05	#_79        
 1961	1	2	   8.760	0.05	#_80        
 1962	1	2	   9.490	0.05	#_81        
 1963	1	2	  10.212	0.05	#_82        
 1964	1	2	  10.665	0.05	#_83        
 1965	1	2	   9.408	0.05	#_84        
 1966	1	2	   3.018	0.05	#_85        
 1967	1	2	   7.144	0.05	#_86        
 1968	1	2	  22.789	0.05	#_87        
 1969	1	2	  12.275	0.05	#_88        
 1970	1	2	  20.123	0.05	#_89        
 1971	1	2	  21.783	0.05	#_90        
 1972	1	2	  21.079	0.05	#_91        
 1973	1	2	  24.902	0.05	#_92        
 1974	1	2	  30.285	0.05	#_93        
 1975	1	2	  49.553	0.05	#_94        
 1976	1	2	  27.418	0.05	#_95        
 1977	1	2	  88.436	0.05	#_96        
 1978	1	2	  73.994	0.05	#_97        
 1979	1	2	  99.911	0.05	#_98        
 1980	1	2	  67.283	0.05	#_99        
 1981	1	2	  52.421	0.05	#_100       
 1982	1	2	  66.393	0.05	#_101       
 1983	1	2	  73.310	0.05	#_102       
 1984	1	2	 384.463	0.05	#_103       
 1985	1	2	 334.297	0.05	#_104       
 1986	1	2	 425.595	0.05	#_105       
 1987	1	2	 454.779	0.05	#_106       
 1988	1	2	 449.467	0.05	#_107       
 1989	1	2	 454.499	0.05	#_108       
 1990	1	2	 436.021	0.05	#_109       
 1991	1	2	 366.098	0.05	#_110       
 1992	1	2	 476.145	0.05	#_111       
 1993	1	2	 462.864	0.05	#_112       
 1994	1	2	 471.416	0.05	#_113       
 1995	1	2	 296.518	0.05	#_114       
 1996	1	2	 295.444	0.05	#_115       
 1997	1	2	 486.120	0.05	#_116       
 1998	1	2	 405.702	0.05	#_117       
 1999	1	2	 497.473	0.05	#_118       
 2000	1	2	 343.647	0.05	#_119       
 2001	1	2	 409.773	0.05	#_120       
 2002	1	2	 453.104	0.05	#_121       
 2003	1	2	 570.543	0.05	#_122       
 2004	1	2	 551.824	0.05	#_123       
 2005	1	2	 401.583	0.05	#_124       
 2006	1	2	 288.316	0.05	#_125       
 2007	1	2	 547.909	0.05	#_126       
 2008	1	2	 466.472	0.05	#_127       
 2009	1	2	 443.974	0.05	#_128       
 2010	1	2	 356.550	0.05	#_129       
 2011	1	2	 329.252	0.05	#_130       
 2012	1	2	 384.454	0.05	#_131       
 2013	1	2	 225.620	0.05	#_132       
 2014	1	2	 298.637	0.05	#_133       
 2015	1	2	 317.712	0.05	#_134       
 2016	1	2	 353.972	0.05	#_135       
 2017	1	2	 312.975	0.05	#_136       
 1950	1	3	   6.030	0.15	#_137       
 1951	1	3	  16.203	0.15	#_138       
 1952	1	3	  26.376	0.15	#_139       
 1953	1	3	  36.549	0.15	#_140       
 1954	1	3	  46.722	0.15	#_141       
 1955	1	3	  56.894	0.15	#_142       
 1956	1	3	  67.067	0.15	#_143       
 1957	1	3	  77.240	0.15	#_144       
 1958	1	3	  87.413	0.15	#_145       
 1959	1	3	  97.586	0.15	#_146       
 1960	1	3	 107.759	0.15	#_147       
 1961	1	3	 117.932	0.15	#_148       
 1962	1	3	 128.105	0.15	#_149       
 1963	1	3	 138.278	0.15	#_150       
 1964	1	3	 148.451	0.15	#_151       
 1965	1	3	 158.623	0.15	#_152       
 1966	1	3	 168.796	0.15	#_153       
 1967	1	3	 178.969	0.15	#_154       
 1968	1	3	 189.142	0.15	#_155       
 1969	1	3	 199.315	0.15	#_156       
 1970	1	3	 209.488	0.15	#_157       
 1971	1	3	 219.661	0.15	#_158       
 1972	1	3	 229.834	0.15	#_159       
 1973	1	3	 240.007	0.15	#_160       
 1974	1	3	 250.179	0.15	#_161       
 1975	1	3	 260.352	0.15	#_162       
 1976	1	3	 270.525	0.15	#_163       
 1977	1	3	 280.698	0.15	#_164       
 1978	1	3	 290.871	0.15	#_165       
 1979	1	3	 301.044	0.15	#_166       
 1980	1	3	 311.217	0.15	#_167       
 1981	1	3	 321.390	0.15	#_168       
 1982	1	3	 705.743	0.15	#_169       
 1983	1	3	 271.946	0.15	#_170       
 1984	1	3	 418.872	0.15	#_171       
 1985	1	3	 799.702	0.15	#_172       
 1986	1	3	1111.405	0.15	#_173       
 1987	1	3	1366.060	0.15	#_174       
 1988	1	3	2019.030	0.15	#_175       
 1989	1	3	1106.635	0.15	#_176       
 1990	1	3	1266.867	0.15	#_177       
 1991	1	3	1600.508	0.15	#_178       
 1992	1	3	1967.015	0.15	#_179       
 1993	1	3	1480.459	0.15	#_180       
 1994	1	3	1201.986	0.15	#_181       
 1995	1	3	1476.298	0.15	#_182       
 1996	1	3	 586.052	0.15	#_183       
 1997	1	3	 689.456	0.15	#_184       
 1998	1	3	 362.772	0.15	#_185       
 1999	1	3	 707.579	0.15	#_186       
 2000	1	3	 412.816	0.15	#_187       
 2001	1	3	1227.992	0.15	#_188       
 2002	1	3	1119.193	0.15	#_189       
 2003	1	3	1065.597	0.15	#_190       
 2004	1	3	1101.097	0.15	#_191       
 2005	1	3	 791.396	0.15	#_192       
 2006	1	3	 764.251	0.15	#_193       
 2007	1	3	 762.783	0.15	#_194       
 2008	1	3	 681.826	0.15	#_195       
 2009	1	3	1105.568	0.15	#_196       
 2010	1	3	 758.396	0.15	#_197       
 2011	1	3	1635.345	0.15	#_198       
 2012	1	3	1018.593	0.15	#_199       
 2013	1	3	1636.363	0.15	#_200       
 2014	1	3	1588.106	0.15	#_201       
 2015	1	3	1491.552	0.15	#_202       
 2016	1	3	1639.273	0.15	#_203       
 2017	1	3	2336.507	0.15	#_204       
 1950	1	4	   0.001	0.10	#_205       
 1951	1	4	   0.001	0.10	#_206       
 1952	1	4	   0.001	0.10	#_207       
 1953	1	4	   0.001	0.10	#_208       
 1954	1	4	   0.001	0.10	#_209       
 1955	1	4	   0.001	0.10	#_210       
 1956	1	4	   0.001	0.10	#_211       
 1957	1	4	   0.001	0.10	#_212       
 1958	1	4	   0.001	0.10	#_213       
 1959	1	4	   0.001	0.10	#_214       
 1960	1	4	   0.001	0.10	#_215       
 1961	1	4	   0.001	0.10	#_216       
 1962	1	4	   0.001	0.10	#_217       
 1963	1	4	   0.001	0.10	#_218       
 1964	1	4	   0.001	0.10	#_219       
 1965	1	4	   0.001	0.10	#_220       
 1966	1	4	   0.001	0.10	#_221       
 1967	1	4	   0.001	0.10	#_222       
 1968	1	4	   0.001	0.10	#_223       
 1969	1	4	   0.001	0.10	#_224       
 1970	1	4	   0.001	0.10	#_225       
 1971	1	4	   0.001	0.10	#_226       
 1972	1	4	   0.001	0.10	#_227       
 1973	1	4	   0.001	0.10	#_228       
 1974	1	4	   0.001	0.10	#_229       
 1975	1	4	   0.001	0.10	#_230       
 1976	1	4	   0.001	0.10	#_231       
 1977	1	4	   0.001	0.10	#_232       
 1978	1	4	   0.001	0.10	#_233       
 1979	1	4	   0.001	0.10	#_234       
 1980	1	4	   0.001	0.10	#_235       
 1981	1	4	   0.001	0.10	#_236       
 1982	1	4	   0.001	0.10	#_237       
 1983	1	4	   0.001	0.10	#_238       
 1984	1	4	   0.001	0.10	#_239       
